LB's Notes,SITEYRID,SurveyYrID,Year,Site Name,County,Elevation,"Water Body (creek, river canyon or lake name)",SurveyType,UTMZone,Datum,Start_X,Start_Y,Start_Lat,Start_Long,Stop_X,Stop_Y,Stop_Lat,Stop_Long,Declination,Surveyed PreviousYear,PreviousYearName,Affiliation,Permit#,SurveyLength,NumSurveys,TotalHours,Detections,PO,PR,CO,NumNests,Notes
,233,233,2023,Verde Springs,Yavapai,1292,Verde River,Protocol,12,NAD83,369104,3858708,,,370680,3859300,,,10,yes,Verde Springs,Prescott Audubon,ESPER0020702,2.2,3,9.5,4,1,0,0,0,
,234,234,2023,Willow Lake North,Yavapai,1575,Willow Lake (Willow Creek),Protocol,12S,NAD83,367072,3830305,,,367551,3830180,,,NR,no,,Prescott Audubon,ESPER0020702,0.5,4,5.8,1,0,0,0,0,
,235,235,2023,Willow Lake South,Yavapai,1575,Willow Lake (Willow Creek),Protocol,12S,NAD83,367900,3829879,,,366804,3829715,,,NR,no,,Prescott Audubon,ESPER0020702,1.1,3,6.9,1,0,0,0,0,
,236,236,2023,Horseshoe Bar,Yavapai/Maricopa,610,Agua Fria River,Protocol,12S,NAD83,393516,3767278,,,392281,3768283,,,10,yes,Horseshoe Bar North,Audubon Arizona,TE63200B-1,3,3,6.75,0,0,0,0,0,
,237,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,238,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,239,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,241,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,242,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,243,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,244,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,245,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,246,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,247,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,248,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,249,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,250,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,251,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,252,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,253,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,254,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,256,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,257,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,258,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,259,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,260,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,261,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,262,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,263,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,264,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,265,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,266,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,267,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,268,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,269,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,270,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,271,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,272,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,273,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,274,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,275,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,276,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,277,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,278,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,279,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,280,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,281,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,282,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,283,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,284,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,285,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,286,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,287,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,288,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,289,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,290,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,291,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,292,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,293,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,294,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,295,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,296,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,297,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,298,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,299,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,301,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,302,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,303,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,305,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,306,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,307,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,308,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,309,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,310,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,311,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,312,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,313,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,314,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,315,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,316,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,317,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,318,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,319,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,320,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,321,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,322,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,323,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,324,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,325,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,326,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,327,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,328,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,329,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,330,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,331,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,332,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,333,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,334,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,335,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,336,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,337,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,338,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,339,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,340,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,341,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,342,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,343,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,344,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,345,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,346,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,347,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,348,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,349,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,351,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,352,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,353,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,354,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,355,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,356,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,357,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,358,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,359,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,360,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,361,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,362,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,363,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,364,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,365,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,366,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,367,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,368,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,369,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,372,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,373,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,374,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,375,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,376,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,377,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,378,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,379,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,380,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,381,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,382,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,383,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,384,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,385,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,386,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,387,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,388,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,389,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,390,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,391,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,392,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,393,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,394,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,395,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,396,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,397,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,398,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,399,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,400,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
